Entity,Number of data,Hard EM,Soft EM,F1,BEM,Human
"['PERSON', 'GPE', 'PERSON', 'GPE', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'GPE', 'PERSON', 'GPE', 'GPE', 'GPE', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'GPE']",1,0.0,1.0,0.10526315789473684,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'GPE', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,0.17543859649122806,1.0,1.0
"['PERSON', 'PERSON', 'CARDINAL']",1,0.0,1.0,0.16,1.0,1.0
"['GPE', 'GPE', 'DATE', 'GPE', 'GPE', 'DATE']",1,0.0,1.0,0.1111111111111111,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'ORG']",2,0.0,1.0,0.21136363636363636,1.0,1.0
PERCENT,9,0.0,0.4444444444444444,0.025423012517941986,0.6666666666666666,0.4444444444444444
"['NORP', 'PERSON', 'PERSON']",5,0.0,1.0,0.13801183881829043,1.0,1.0
"['GPE', 'GPE', 'LOC', 'GPE', 'GPE']",1,0.0,1.0,0.19999999999999998,1.0,1.0
"['DATE', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,0.3571428571428571,1.0,1.0
"['GPE', 'EVENT']",1,0.0,1.0,0.16,1.0,1.0
EVENT,7,0.0,0.5714285714285714,0.10673476038251849,0.5714285714285714,0.7142857142857143
"['PERSON', 'LOC', 'PERSON', 'LOC']",1,0.0,1.0,0.3636363636363636,1.0,1.0
"['LAW', 'DATE']",2,0.0,0.5,0.30495356037151705,1.0,1.0
"['FAC', 'GPE']",1,0.0,0.0,0.0,0.0,0.0
"['GPE', 'GPE', 'GPE', 'GPE', 'LOC']",1,0.0,1.0,0.1,1.0,1.0
"['LOC', 'GPE']",3,0.0,1.0,0.1824619447709431,1.0,1.0
"['DATE', 'DATE', 'GPE', 'DATE']",1,0.0,1.0,0.2424242424242424,1.0,1.0
"['NORP', 'DATE', 'NORP']",1,0.0,1.0,0.23529411764705882,1.0,1.0
"['GPE', 'GPE', 'FAC', 'GPE']",1,0.0,1.0,0.05633802816901409,1.0,1.0
"['ORG', 'ORDINAL']",1,0.0,0.0,0.0,1.0,1.0
"['DATE', 'NORP']",1,0.0,0.0,0.0,1.0,1.0
"['NORP', 'GPE', 'NORP']",1,0.0,0.0,0.0,1.0,1.0
"['ORG', 'PERSON', 'PERSON', 'PERSON']",2,0.0,1.0,0.07940251572327045,1.0,1.0
"['ORG', 'GPE', 'GPE']",2,0.0,1.0,0.09488510007412898,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'PERSON', 'WORK_OF_ART', 'PERSON']",1,0.0,0.0,0.0,1.0,0.0
"['PERSON', 'GPE', 'GPE']",1,0.0,0.0,0.14285714285714285,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'GPE', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,0.15384615384615385,1.0,1.0
"['LOC', 'DATE']",1,0.0,0.0,0.029411764705882353,0.0,1.0
"['CARDINAL', 'EVENT']",1,0.0,1.0,0.08695652173913045,1.0,1.0
"['CARDINAL', 'CARDINAL', 'PERSON', 'PERSON']",1,0.0,1.0,0.1904761904761905,1.0,0.0
"['MONEY', 'DATE']",2,0.0,0.0,0.08153846153846153,1.0,0.0
"['ORG', 'LANGUAGE']",1,0.0,1.0,0.02985074626865672,1.0,1.0
"['CARDINAL', 'ORG', 'GPE', 'ORG']",1,0.0,1.0,0.0851063829787234,1.0,1.0
"['GPE', 'LOC']",1,0.0,1.0,0.3076923076923077,1.0,1.0
"['GPE', 'LOC', 'GPE', 'GPE']",1,0.0,1.0,0.11764705882352941,1.0,1.0
LANGUAGE,2,0.0,1.0,0.13704819277108435,1.0,1.0
"['QUANTITY', 'CARDINAL', 'QUANTITY']",1,0.0,0.0,0.09375000000000001,1.0,1.0
"['PERSON', 'PERSON', 'ORG', 'PERSON', 'WORK_OF_ART', 'PERSON', 'PERSON']",1,0.0,0.0,0.12903225806451613,1.0,1.0
"['GPE', 'GPE', 'ORG']",1,0.0,1.0,0.08333333333333333,1.0,1.0
"['CARDINAL', 'QUANTITY']",3,0.0,0.3333333333333333,0.08847091605712297,0.3333333333333333,0.3333333333333333
"['CARDINAL', 'CARDINAL', 'DATE', 'CARDINAL', 'CARDINAL']",1,0.0,0.0,0.0816326530612245,1.0,1.0
"['PERSON', 'ORG', 'GPE']",1,0.0,0.0,0.045454545454545456,1.0,1.0
"['LOC', 'NORP', 'GPE']",1,0.0,1.0,0.13114754098360656,1.0,1.0
"['GPE', 'GPE', 'NORP', 'GPE']",1,0.0,0.0,0.017391304347826087,0.0,1.0
"['PERSON', 'GPE', 'GPE', 'GPE']",1,0.0,1.0,0.09756097560975609,1.0,1.0
"['DATE', 'PERSON', 'GPE']",1,0.0,1.0,0.21052631578947367,1.0,1.0
"['DATE', 'ORG', 'PRODUCT', 'ORG', 'ORG', 'PRODUCT']",1,0.0,0.0,0.125,1.0,0.0
"['DATE', 'GPE', 'DATE', 'DATE']",1,0.0,1.0,0.13793103448275862,1.0,0.0
"['ORG', 'NORP']",2,0.0,0.5,0.0761904761904762,1.0,1.0
"['ORG', 'FAC', 'ORG']",2,0.0,0.0,0.03333333333333333,1.0,0.5
"['ORG', 'NORP', 'GPE']",1,0.0,1.0,0.35294117647058826,1.0,1.0
"['PERSON', 'PERSON', 'ORG', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,0.0,0.0,0.1276595744680851,1.0,0.0
"['DATE', 'PERCENT']",1,0.0,0.0,0.1111111111111111,1.0,0.0
"['CARDINAL', 'DATE']",6,0.0,0.5,0.14766947885873719,0.8333333333333334,0.6666666666666666
"['PERSON', 'NORP', 'ORG']",1,0.0,1.0,0.163265306122449,1.0,1.0
LAW,3,0.0,0.3333333333333333,0.03678326721961774,0.6666666666666666,1.0
"['ORG', 'PERSON', 'PERSON']",3,0.0,0.6666666666666666,0.11607142857142856,0.6666666666666666,0.3333333333333333
"['GPE', 'GPE', 'ORG', 'GPE']",1,0.0,1.0,0.1081081081081081,1.0,1.0
"['PERSON', 'PERSON', 'DATE', 'ORG']",1,0.0,1.0,0.1276595744680851,1.0,1.0
"['DATE', 'DATE', 'TIME']",1,0.0,1.0,0.17647058823529413,1.0,1.0
"['CARDINAL', 'PERSON']",2,0.0,1.0,0.13398692810457516,1.0,1.0
"['NORP', 'NORP', 'PERSON']",1,0.0,0.0,0.0,1.0,0.0
"['NORP', 'NORP', 'GPE']",1,0.0,1.0,0.06451612903225806,1.0,1.0
"['LANGUAGE', 'NORP']",1,0.0,1.0,0.24390243902439027,1.0,1.0
"['DATE', 'TIME']",2,0.0,0.5,0.09834190966266437,1.0,1.0
PRODUCT,9,0.0,0.4444444444444444,0.04675036035923388,1.0,0.7777777777777778
"['GPE', 'LANGUAGE']",1,0.0,0.0,0.0,1.0,1.0
"['GPE', 'ORG']",1,0.0,1.0,0.2222222222222222,1.0,1.0
"['PERSON', 'ORG', 'PERSON']",1,0.0,1.0,0.10526315789473684,1.0,1.0
"['ORG', 'PERSON', 'ORG']",1,0.0,1.0,0.05555555555555556,1.0,1.0
"['GPE', 'NORP']",1,0.0,0.0,0.04444444444444444,1.0,0.0
"['NORP', 'GPE', 'NORP', 'GPE']",1,0.0,1.0,0.03773584905660378,1.0,1.0
"['GPE', 'GPE', 'NORP']",1,0.0,1.0,0.0851063829787234,1.0,1.0
"['LANGUAGE', 'PERSON', 'PERSON']",1,0.0,1.0,0.1904761904761905,1.0,1.0
"['GPE', 'PERSON']",2,0.0,0.5,0.09529190207156309,1.0,1.0
"['ORG', 'ORG', 'FAC', 'GPE', 'FAC']",1,0.0,0.0,0.2285714285714286,1.0,0.0
"['PERSON', 'ORG', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,0.09302325581395349,1.0,1.0
"['ORG', 'ORG', 'PERSON']",1,0.0,1.0,0.13953488372093023,1.0,0.0
"['PERSON', 'PERSON', 'GPE', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,0.10526315789473684,1.0,1.0
"['GPE', 'GPE', 'GPE', 'GPE', 'PERSON', 'GPE', 'GPE', 'GPE']",1,0.0,1.0,0.25806451612903225,1.0,1.0
"['LANGUAGE', 'PERSON']",1,0.0,0.0,0.03389830508474576,0.0,1.0
"['ORG', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,0.05063291139240507,1.0,0.0
"['PERSON', 'PERSON', 'PERSON', 'DATE']",1,0.0,1.0,0.1081081081081081,1.0,1.0
"['ORG', 'PERSON', 'NORP']",1,0.0,1.0,0.0851063829787234,1.0,1.0
"['QUANTITY', 'GPE', 'FAC']",1,0.0,0.0,0.19047619047619047,1.0,0.0
"['ORDINAL', 'MONEY']",1,0.0,0.0,0.0,0.0,0.0
"['LOC', 'GPE', 'GPE', 'GPE', 'FAC', 'GPE', 'GPE', 'GPE', 'GPE', 'GPE', 'GPE']",1,0.0,0.0,0.13043478260869565,1.0,1.0
"['ORG', 'ORG', 'GPE', 'GPE']",1,0.0,1.0,0.21428571428571425,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'ORG', 'PERSON', 'PERSON']",1,0.0,0.0,0.08333333333333334,1.0,0.0
"['ORG', 'WORK_OF_ART']",1,0.0,0.0,0.0,0.0,0.0
"['ORG', 'FAC']",1,0.0,0.0,0.02777777777777778,0.0,0.0
"['NORP', 'ORG', 'NORP', 'ORG']",1,0.0,1.0,0.11764705882352941,1.0,1.0
"['TIME', 'DATE']",1,0.0,0.0,0.0,1.0,1.0
"['CARDINAL', 'FAC']",1,0.0,1.0,0.5,1.0,1.0
"['ORG', 'PRODUCT']",1,0.0,0.0,0.13953488372093026,1.0,1.0
"['EVENT', 'DATE']",1,0.0,1.0,0.15384615384615385,1.0,1.0
Overall,3020,0.0,0.6582781456953642,0.1026853878113297,0.883112582781457,0.7990066225165563
